X,Y,Z,Temp_degC,Well
703321.0,3558151.0,1166.89,32.3111111111111,17A-7
703321.0,3558151.0,1166.87,32.3111111111111,17A-7
703321.0,3558151.0,1166.86,32.3111111111111,17A-7
703321.0,3558151.0,1166.84,32.3111111111111,17A-7
703321.0,3558151.0,1166.83,32.3111111111111,17A-7
703321.0,3558151.0,1166.81,32.3111111111111,17A-7
703321.0,3558151.0,1166.8,32.3111111111111,17A-7
703321.0,3558151.0,1166.78,32.3111111111111,17A-7
703321.0,3558151.0,1166.77,32.3111111111111,17A-7
703321.0,3558151.0,1166.75,32.3111111111111,17A-7
703321.0,3558151.0,1166.73,32.3166666666667,17A-7
703321.0,3558151.0,1166.72,32.3166666666667,17A-7
703321.0,3558151.0,1166.7,32.3166666666667,17A-7
703321.0,3558151.0,1166.69,32.3166666666667,17A-7
703321.0,3558151.0,1166.67,32.3166666666667,17A-7
703321.0,3558151.0,1166.66,32.3222222222222,17A-7
703321.0,3558151.0,1166.64,32.3222222222222,17A-7
703321.0,3558151.0,1166.63,32.3222222222222,17A-7
703321.0,3558151.0,1166.61,32.3222222222222,17A-7
703321.0,3558151.0,1166.6,32.3222222222222,17A-7
703321.0,3558151.0,1166.58,32.3222222222222,17A-7
703321.0,3558151.0,1166.57,32.3222222222222,17A-7
703321.0,3558151.0,1166.55,32.3222222222222,17A-7
703321.0,3558151.0,1166.54,32.3222222222222,17A-7
703321.0,3558151.0,1166.52,32.3222222222222,17A-7
703321.0,3558151.0,1166.51,32.3222222222222,17A-7
703321.0,3558151.0,1166.49,32.3222222222222,17A-7
703321.0,3558151.0,1166.48,32.3222222222222,17A-7
703321.0,3558151.0,1166.46,32.3222222222222,17A-7
703321.0,3558151.0,1166.45,32.3222222222222,17A-7
703321.0,3558151.0,1166.43,32.3277777777778,17A-7
703321.0,3558151.0,1166.41,32.3277777777778,17A-7
703321.0,3558151.0,1166.4,32.3277777777778,17A-7
703321.0,3558151.0,1166.38,32.3277777777778,17A-7
703321.0,3558151.0,1166.37,32.3277777777778,17A-7
703321.0,3558151.0,1166.35,32.3277777777778,17A-7
703321.0,3558151.0,1166.34,32.3277777777778,17A-7
703321.0,3558151.0,1166.32,32.3277777777778,17A-7
703321.0,3558151.0,1166.31,32.3277777777778,17A-7
703321.0,3558151.0,1166.29,32.3277777777778,17A-7
703321.0,3558151.0,1166.28,32.3333333333333,17A-7
703321.0,3558151.0,1166.26,32.3333333333333,17A-7
703321.0,3558151.0,1166.25,32.3333333333333,17A-7
703321.0,3558151.0,1166.23,32.3333333333333,17A-7
703321.0,3558151.0,1166.22,32.3333333333333,17A-7
703321.0,3558151.0,1166.2,32.3333333333333,17A-7
703321.0,3558151.0,1166.19,32.3333333333333,17A-7
703321.0,3558151.0,1166.17,32.3333333333333,17A-7
703321.0,3558151.0,1166.16,32.3333333333333,17A-7
703321.0,3558151.0,1166.14,32.3333333333333,17A-7
703321.0,3558151.0,1166.13,32.3333333333333,17A-7
703321.0,3558151.0,1166.11,32.3333333333333,17A-7
703321.0,3558151.0,1166.09,32.3333333333333,17A-7
703321.0,3558151.0,1166.08,32.3333333333333,17A-7
703321.0,3558151.0,1166.06,32.3333333333333,17A-7
703321.0,3558151.0,1166.05,32.3388888888889,17A-7
703321.0,3558151.0,1166.03,32.3388888888889,17A-7
703321.0,3558151.0,1166.02,32.3388888888889,17A-7
703321.0,3558151.0,1166.0,32.3388888888889,17A-7
703321.0,3558151.0,1165.99,32.3388888888889,17A-7
703321.0,3558151.0,1165.97,32.3388888888889,17A-7
703321.0,3558151.0,1165.96,32.3388888888889,17A-7
703321.0,3558151.0,1165.94,32.3388888888889,17A-7
703321.0,3558151.0,1165.93,32.3388888888889,17A-7
703321.0,3558151.0,1165.91,32.3388888888889,17A-7
703321.0,3558151.0,1165.9,32.3388888888889,17A-7
703321.0,3558151.0,1165.88,32.3388888888889,17A-7
703321.0,3558151.0,1165.87,32.3388888888889,17A-7
703321.0,3558151.0,1165.85,32.3388888888889,17A-7
703321.0,3558151.0,1165.84,32.3388888888889,17A-7
703321.0,3558151.0,1165.82,32.3388888888889,17A-7
703321.0,3558151.0,1165.81,32.3388888888889,17A-7
703321.0,3558151.0,1165.79,32.3388888888889,17A-7
703321.0,3558151.0,1165.77,32.3388888888889,17A-7
703321.0,3558151.0,1165.76,32.3388888888889,17A-7
703321.0,3558151.0,1165.74,32.3444444444444,17A-7
703321.0,3558151.0,1165.73,32.3444444444444,17A-7
703321.0,3558151.0,1165.71,32.3444444444444,17A-7
703321.0,3558151.0,1165.7,32.3444444444444,17A-7
703321.0,3558151.0,1165.68,32.3444444444444,17A-7
703321.0,3558151.0,1165.67,32.3444444444444,17A-7
703321.0,3558151.0,1165.65,32.3444444444444,17A-7
703321.0,3558151.0,1165.64,32.3444444444444,17A-7
703321.0,3558151.0,1165.62,32.3444444444444,17A-7
703321.0,3558151.0,1165.61,32.3444444444444,17A-7
703321.0,3558151.0,1165.59,32.3444444444444,17A-7
703321.0,3558151.0,1165.58,32.3444444444444,17A-7
703321.0,3558151.0,1165.56,32.3444444444444,17A-7
703321.0,3558151.0,1165.55,32.3444444444444,17A-7
703321.0,3558151.0,1165.53,32.3444444444444,17A-7
703321.0,3558151.0,1165.52,32.35,17A-7
703321.0,3558151.0,1165.5,32.35,17A-7
703321.0,3558151.0,1165.49,32.35,17A-7
703321.0,3558151.0,1165.47,32.35,17A-7
703321.0,3558151.0,1165.45,32.35,17A-7
703321.0,3558151.0,1165.44,32.35,17A-7
703321.0,3558151.0,1165.42,32.35,17A-7
703321.0,3558151.0,1165.41,32.35,17A-7
703321.0,3558151.0,1165.39,32.35,17A-7
703321.0,3558151.0,1165.38,32.35,17A-7
703321.0,3558151.0,1165.36,32.35,17A-7
703321.0,3558151.0,1165.35,32.35,17A-7
703321.0,3558151.0,1165.33,32.35,17A-7
703321.0,3558151.0,1165.32,32.35,17A-7
703321.0,3558151.0,1165.3,32.35,17A-7
703321.0,3558151.0,1165.29,32.35,17A-7
703321.0,3558151.0,1165.27,32.35,17A-7
703321.0,3558151.0,1165.26,32.35,17A-7
703321.0,3558151.0,1165.24,32.35,17A-7
703321.0,3558151.0,1165.23,32.35,17A-7
703321.0,3558151.0,1165.21,32.35,17A-7
703321.0,3558151.0,1165.2,32.35,17A-7
703321.0,3558151.0,1165.18,32.35,17A-7
703321.0,3558151.0,1165.17,32.35,17A-7
703321.0,3558151.0,1165.15,32.35,17A-7
703321.0,3558151.0,1165.13,32.3555555555556,17A-7
703321.0,3558151.0,1165.12,32.3555555555556,17A-7
703321.0,3558151.0,1165.1,32.3555555555556,17A-7
703321.0,3558151.0,1165.09,32.3555555555556,17A-7
703321.0,3558151.0,1165.07,32.3555555555556,17A-7
703321.0,3558151.0,1165.06,32.3555555555556,17A-7
703321.0,3558151.0,1165.04,32.3555555555556,17A-7
703321.0,3558151.0,1165.03,32.3555555555556,17A-7
703321.0,3558151.0,1165.01,32.3555555555556,17A-7
703321.0,3558151.0,1165.0,32.3555555555556,17A-7
703321.0,3558151.0,1164.98,32.3555555555556,17A-7
703321.0,3558151.0,1164.97,32.3555555555556,17A-7
703321.0,3558151.0,1164.95,32.3555555555556,17A-7
703321.0,3558151.0,1164.94,32.3555555555556,17A-7
703321.0,3558151.0,1164.92,32.3555555555556,17A-7
703321.0,3558151.0,1164.91,32.3555555555556,17A-7
703321.0,3558151.0,1164.89,32.3555555555556,17A-7
703321.0,3558151.0,1164.88,32.3555555555556,17A-7
703321.0,3558151.0,1164.86,32.3555555555556,17A-7
703321.0,3558151.0,1164.84,32.3555555555556,17A-7
703321.0,3558151.0,1164.83,32.3555555555556,17A-7
703321.0,3558151.0,1164.81,32.3555555555556,17A-7
703321.0,3558151.0,1164.8,32.3555555555556,17A-7
703321.0,3558151.0,1164.78,32.3555555555556,17A-7
703321.0,3558151.0,1164.77,32.3555555555556,17A-7
703321.0,3558151.0,1164.75,32.3611111111111,17A-7
703321.0,3558151.0,1164.74,32.3611111111111,17A-7
703321.0,3558151.0,1164.72,32.3611111111111,17A-7
703321.0,3558151.0,1164.71,32.3611111111111,17A-7
703321.0,3558151.0,1164.69,32.3611111111111,17A-7
703321.0,3558151.0,1164.68,32.3611111111111,17A-7
703321.0,3558151.0,1164.66,32.3611111111111,17A-7
703321.0,3558151.0,1164.65,32.3611111111111,17A-7
703321.0,3558151.0,1164.63,32.3611111111111,17A-7
703321.0,3558151.0,1164.62,32.3611111111111,17A-7
703321.0,3558151.0,1164.6,32.3611111111111,17A-7
703321.0,3558151.0,1164.59,32.3611111111111,17A-7
703321.0,3558151.0,1164.57,32.3611111111111,17A-7
703321.0,3558151.0,1164.56,32.3611111111111,17A-7
703321.0,3558151.0,1164.54,32.3611111111111,17A-7
703321.0,3558151.0,1164.52,32.3611111111111,17A-7
703321.0,3558151.0,1164.51,32.3611111111111,17A-7
703321.0,3558151.0,1164.49,32.3611111111111,17A-7
703321.0,3558151.0,1164.48,32.3611111111111,17A-7
703321.0,3558151.0,1164.46,32.3611111111111,17A-7
703321.0,3558151.0,1164.45,32.3611111111111,17A-7
703321.0,3558151.0,1164.43,32.3611111111111,17A-7
703321.0,3558151.0,1164.42,32.3611111111111,17A-7
703321.0,3558151.0,1164.4,32.3611111111111,17A-7
703321.0,3558151.0,1164.39,32.3611111111111,17A-7
703321.0,3558151.0,1164.37,32.3611111111111,17A-7
703321.0,3558151.0,1164.36,32.3611111111111,17A-7
703321.0,3558151.0,1164.34,32.3611111111111,17A-7
703321.0,3558151.0,1164.33,32.3611111111111,17A-7
703321.0,3558151.0,1164.31,32.3611111111111,17A-7
703321.0,3558151.0,1164.3,32.3611111111111,17A-7
703321.0,3558151.0,1164.28,32.3611111111111,17A-7
703321.0,3558151.0,1164.27,32.3611111111111,17A-7
703321.0,3558151.0,1164.25,32.3611111111111,17A-7
703321.0,3558151.0,1164.24,32.3611111111111,17A-7
703321.0,3558151.0,1164.22,32.3666666666667,17A-7
703321.0,3558151.0,1164.2,32.3666666666667,17A-7
703321.0,3558151.0,1164.19,32.3666666666667,17A-7
703321.0,3558151.0,1164.17,32.3666666666667,17A-7
703321.0,3558151.0,1164.16,32.3666666666667,17A-7
703321.0,3558151.0,1164.14,32.3666666666667,17A-7
703321.0,3558151.0,1164.13,32.3666666666667,17A-7
703321.0,3558151.0,1164.11,32.3666666666667,17A-7
703321.0,3558151.0,1164.1,32.3666666666667,17A-7
703321.0,3558151.0,1164.08,32.3666666666667,17A-7
703321.0,3558151.0,1164.07,32.3666666666667,17A-7
703321.0,3558151.0,1164.05,32.3666666666667,17A-7
703321.0,3558151.0,1164.04,32.3666666666667,17A-7
703321.0,3558151.0,1164.02,32.3666666666667,17A-7
703321.0,3558151.0,1164.01,32.3666666666667,17A-7
703321.0,3558151.0,1163.99,32.3722222222222,17A-7
703321.0,3558151.0,1163.98,32.3722222222222,17A-7
703321.0,3558151.0,1163.96,32.3722222222222,17A-7
703321.0,3558151.0,1163.95,32.3722222222222,17A-7
703321.0,3558151.0,1163.93,32.3722222222222,17A-7
703321.0,3558151.0,1163.92,32.3722222222222,17A-7
703321.0,3558151.0,1163.9,32.3722222222222,17A-7
703321.0,3558151.0,1163.88,32.3722222222222,17A-7
703321.0,3558151.0,1163.87,32.3722222222222,17A-7
703321.0,3558151.0,1163.85,32.3722222222222,17A-7
703321.0,3558151.0,1163.84,32.3722222222222,17A-7
703321.0,3558151.0,1163.82,32.3722222222222,17A-7
703321.0,3558151.0,1163.81,32.3722222222222,17A-7
703321.0,3558151.0,1163.79,32.3722222222222,17A-7
703321.0,3558151.0,1163.78,32.3722222222222,17A-7
703321.0,3558151.0,1163.76,32.3777777777778,17A-7
703321.0,3558151.0,1163.75,32.3777777777778,17A-7
703321.0,3558151.0,1163.73,32.3777777777778,17A-7
703321.0,3558151.0,1163.72,32.3777777777778,17A-7
703321.0,3558151.0,1163.7,32.3777777777778,17A-7
703321.0,3558151.0,1163.69,32.3777777777778,17A-7
703321.0,3558151.0,1163.67,32.3777777777778,17A-7
703321.0,3558151.0,1163.66,32.3777777777778,17A-7
703321.0,3558151.0,1163.64,32.3777777777778,17A-7
703321.0,3558151.0,1163.63,32.3777777777778,17A-7
703321.0,3558151.0,1163.61,32.3777777777778,17A-7
703321.0,3558151.0,1163.6,32.3777777777778,17A-7
703321.0,3558151.0,1163.58,32.3777777777778,17A-7
703321.0,3558151.0,1163.56,32.3777777777778,17A-7
703321.0,3558151.0,1163.55,32.3777777777778,17A-7
703321.0,3558151.0,1163.53,32.3833333333333,17A-7
703321.0,3558151.0,1163.52,32.3833333333333,17A-7
703321.0,3558151.0,1163.5,32.3833333333333,17A-7
703321.0,3558151.0,1163.49,32.3833333333333,17A-7
703321.0,3558151.0,1163.47,32.3833333333333,17A-7
703321.0,3558151.0,1163.46,32.3833333333333,17A-7
703321.0,3558151.0,1163.44,32.3833333333333,17A-7
703321.0,3558151.0,1163.43,32.3833333333333,17A-7
703321.0,3558151.0,1163.41,32.3833333333333,17A-7
703321.0,3558151.0,1163.4,32.3833333333333,17A-7
703321.0,3558151.0,1163.38,32.3833333333333,17A-7
703321.0,3558151.0,1163.37,32.3833333333333,17A-7
703321.0,3558151.0,1163.35,32.3833333333333,17A-7
703321.0,3558151.0,1163.34,32.3833333333333,17A-7
703321.0,3558151.0,1163.32,32.3833333333333,17A-7
703321.0,3558151.0,1163.31,32.3833333333333,17A-7
703321.0,3558151.0,1163.29,32.3833333333333,17A-7
703321.0,3558151.0,1163.28,32.3833333333333,17A-7
703321.0,3558151.0,1163.26,32.3833333333333,17A-7
703321.0,3558151.0,1163.24,32.3833333333333,17A-7
703321.0,3558151.0,1163.23,32.3888888888889,17A-7
703321.0,3558151.0,1163.21,32.3888888888889,17A-7
703321.0,3558151.0,1163.2,32.3888888888889,17A-7
703321.0,3558151.0,1163.18,32.3888888888889,17A-7
703321.0,3558151.0,1163.17,32.3888888888889,17A-7
703321.0,3558151.0,1163.15,32.3888888888889,17A-7
703321.0,3558151.0,1163.14,32.3888888888889,17A-7
703321.0,3558151.0,1163.12,32.3888888888889,17A-7
703321.0,3558151.0,1163.11,32.3888888888889,17A-7
703321.0,3558151.0,1163.09,32.3888888888889,17A-7
703321.0,3558151.0,1163.08,32.3888888888889,17A-7
703321.0,3558151.0,1163.06,32.3888888888889,17A-7
703321.0,3558151.0,1163.05,32.3888888888889,17A-7
703321.0,3558151.0,1163.03,32.3888888888889,17A-7
703321.0,3558151.0,1163.02,32.3888888888889,17A-7
703321.0,3558151.0,1163.0,32.3888888888889,17A-7
703321.0,3558151.0,1162.99,32.3888888888889,17A-7
703321.0,3558151.0,1162.97,32.3888888888889,17A-7
703321.0,3558151.0,1162.96,32.3888888888889,17A-7
703321.0,3558151.0,1162.94,32.3888888888889,17A-7
703321.0,3558151.0,1162.92,32.3944444444444,17A-7
703321.0,3558151.0,1162.91,32.3944444444444,17A-7
703321.0,3558151.0,1162.89,32.3944444444444,17A-7
703321.0,3558151.0,1162.88,32.3944444444444,17A-7
703321.0,3558151.0,1162.86,32.3944444444444,17A-7
703321.0,3558151.0,1162.85,32.3944444444444,17A-7
703321.0,3558151.0,1162.83,32.3944444444444,17A-7
703321.0,3558151.0,1162.82,32.3944444444444,17A-7
703321.0,3558151.0,1162.8,32.3944444444444,17A-7
703321.0,3558151.0,1162.79,32.3944444444444,17A-7
703321.0,3558151.0,1162.77,32.3944444444444,17A-7
703321.0,3558151.0,1162.76,32.3944444444444,17A-7
703321.0,3558151.0,1162.74,32.3944444444444,17A-7
703321.0,3558151.0,1162.73,32.3944444444444,17A-7
703321.0,3558151.0,1162.71,32.3944444444444,17A-7
703321.0,3558151.0,1162.7,32.3944444444444,17A-7
703321.0,3558151.0,1162.68,32.3944444444444,17A-7
703321.0,3558151.0,1162.67,32.3944444444444,17A-7
703321.0,3558151.0,1162.65,32.3944444444444,17A-7
703321.0,3558151.0,1162.64,32.3944444444444,17A-7
703321.0,3558151.0,1162.62,32.4,17A-7
703321.0,3558151.0,1162.6,32.4,17A-7
703321.0,3558151.0,1162.59,32.4,17A-7
703321.0,3558151.0,1162.57,32.4,17A-7
703321.0,3558151.0,1162.56,32.4,17A-7
703321.0,3558151.0,1162.54,32.4,17A-7
703321.0,3558151.0,1162.53,32.4,17A-7
703321.0,3558151.0,1162.51,32.4,17A-7
703321.0,3558151.0,1162.5,32.4,17A-7
703321.0,3558151.0,1162.48,32.4,17A-7
703321.0,3558151.0,1162.47,32.4,17A-7
703321.0,3558151.0,1162.45,32.4,17A-7
703321.0,3558151.0,1162.44,32.4,17A-7
703321.0,3558151.0,1162.42,32.4,17A-7
703321.0,3558151.0,1162.41,32.4,17A-7
703321.0,3558151.0,1162.39,32.4055555555556,17A-7
703321.0,3558151.0,1162.38,32.4055555555556,17A-7
703321.0,3558151.0,1162.36,32.4055555555556,17A-7
703321.0,3558151.0,1162.35,32.4055555555556,17A-7
703321.0,3558151.0,1162.33,32.4055555555556,17A-7
703321.0,3558151.0,1162.32,32.4055555555556,17A-7
703321.0,3558151.0,1162.3,32.4055555555556,17A-7
703321.0,3558151.0,1162.28,32.4055555555556,17A-7
703321.0,3558151.0,1162.27,32.4055555555556,17A-7
703321.0,3558151.0,1162.25,32.4055555555556,17A-7
703321.0,3558151.0,1162.24,32.4111111111111,17A-7
703321.0,3558151.0,1162.22,32.4111111111111,17A-7
703321.0,3558151.0,1162.21,32.4111111111111,17A-7
703321.0,3558151.0,1162.19,32.4111111111111,17A-7
703321.0,3558151.0,1162.18,32.4111111111111,17A-7
703321.0,3558151.0,1162.16,32.4111111111111,17A-7
703321.0,3558151.0,1162.15,32.4111111111111,17A-7
703321.0,3558151.0,1162.13,32.4111111111111,17A-7
703321.0,3558151.0,1162.12,32.4111111111111,17A-7
703321.0,3558151.0,1162.1,32.4111111111111,17A-7
703321.0,3558151.0,1162.09,32.4111111111111,17A-7
703321.0,3558151.0,1162.07,32.4111111111111,17A-7
703321.0,3558151.0,1162.06,32.4111111111111,17A-7
703321.0,3558151.0,1162.04,32.4111111111111,17A-7
703321.0,3558151.0,1162.03,32.4111111111111,17A-7
703321.0,3558151.0,1162.01,32.4166666666667,17A-7
703321.0,3558151.0,1162.0,32.4166666666667,17A-7
703321.0,3558151.0,1161.98,32.4166666666667,17A-7
703321.0,3558151.0,1161.96,32.4166666666667,17A-7
703321.0,3558151.0,1161.95,32.4166666666667,17A-7
703321.0,3558151.0,1161.93,32.4166666666667,17A-7
703321.0,3558151.0,1161.92,32.4166666666667,17A-7
703321.0,3558151.0,1161.9,32.4166666666667,17A-7
703321.0,3558151.0,1161.89,32.4166666666667,17A-7
703321.0,3558151.0,1161.87,32.4166666666667,17A-7
703321.0,3558151.0,1161.86,32.4222222222222,17A-7
703321.0,3558151.0,1161.84,32.4222222222222,17A-7
703321.0,3558151.0,1161.83,32.4222222222222,17A-7
703321.0,3558151.0,1161.81,32.4222222222222,17A-7
703321.0,3558151.0,1161.8,32.4222222222222,17A-7
703321.0,3558151.0,1161.78,32.4222222222222,17A-7
703321.0,3558151.0,1161.77,32.4222222222222,17A-7
703321.0,3558151.0,1161.75,32.4222222222222,17A-7
703321.0,3558151.0,1161.74,32.4222222222222,17A-7
703321.0,3558151.0,1161.72,32.4222222222222,17A-7
703321.0,3558151.0,1161.71,32.4222222222222,17A-7
703321.0,3558151.0,1161.69,32.4222222222222,17A-7
703321.0,3558151.0,1161.68,32.4222222222222,17A-7
703321.0,3558151.0,1161.66,32.4222222222222,17A-7
703321.0,3558151.0,1161.64,32.4222222222222,17A-7
703321.0,3558151.0,1161.63,32.4222222222222,17A-7
703321.0,3558151.0,1161.61,32.4222222222222,17A-7
703321.0,3558151.0,1161.6,32.4222222222222,17A-7
703321.0,3558151.0,1161.58,32.4222222222222,17A-7
703321.0,3558151.0,1161.57,32.4222222222222,17A-7
703321.0,3558151.0,1161.55,32.4277777777778,17A-7
703321.0,3558151.0,1161.54,32.4277777777778,17A-7
703321.0,3558151.0,1161.52,32.4277777777778,17A-7
703321.0,3558151.0,1161.51,32.4277777777778,17A-7
703321.0,3558151.0,1161.49,32.4277777777778,17A-7
703321.0,3558151.0,1161.48,32.4277777777778,17A-7
703321.0,3558151.0,1161.46,32.4277777777778,17A-7
703321.0,3558151.0,1161.45,32.4277777777778,17A-7
703321.0,3558151.0,1161.43,32.4277777777778,17A-7
703321.0,3558151.0,1161.42,32.4277777777778,17A-7
703321.0,3558151.0,1161.4,32.4277777777778,17A-7
703321.0,3558151.0,1161.39,32.4277777777778,17A-7
703321.0,3558151.0,1161.37,32.4277777777778,17A-7
703321.0,3558151.0,1161.36,32.4277777777778,17A-7
703321.0,3558151.0,1161.34,32.4277777777778,17A-7
703321.0,3558151.0,1161.32,32.4277777777778,17A-7
703321.0,3558151.0,1161.31,32.4277777777778,17A-7
703321.0,3558151.0,1161.29,32.4277777777778,17A-7
703321.0,3558151.0,1161.28,32.4277777777778,17A-7
703321.0,3558151.0,1161.26,32.4277777777778,17A-7
703321.0,3558151.0,1161.25,32.4333333333333,17A-7
703321.0,3558151.0,1161.23,32.4333333333333,17A-7
703321.0,3558151.0,1161.22,32.4333333333333,17A-7
703321.0,3558151.0,1161.2,32.4333333333333,17A-7
703321.0,3558151.0,1161.19,32.4333333333333,17A-7
703321.0,3558151.0,1161.17,32.4333333333333,17A-7
703321.0,3558151.0,1161.16,32.4333333333333,17A-7
703321.0,3558151.0,1161.14,32.4333333333333,17A-7
703321.0,3558151.0,1161.13,32.4333333333333,17A-7
703321.0,3558151.0,1161.11,32.4333333333333,17A-7
703321.0,3558151.0,1161.1,32.4333333333333,17A-7
703321.0,3558151.0,1161.08,32.4333333333333,17A-7
703321.0,3558151.0,1161.07,32.4333333333333,17A-7
703321.0,3558151.0,1161.05,32.4333333333333,17A-7
703321.0,3558151.0,1161.04,32.4333333333333,17A-7
703321.0,3558151.0,1161.02,32.4388888888889,17A-7
703321.0,3558151.0,1161.0,32.4388888888889,17A-7
703321.0,3558151.0,1160.99,32.4388888888889,17A-7
703321.0,3558151.0,1160.97,32.4388888888889,17A-7
703321.0,3558151.0,1160.96,32.4388888888889,17A-7
703321.0,3558151.0,1160.94,32.4388888888889,17A-7
703321.0,3558151.0,1160.93,32.4388888888889,17A-7
703321.0,3558151.0,1160.91,32.4388888888889,17A-7
703321.0,3558151.0,1160.9,32.4388888888889,17A-7
703321.0,3558151.0,1160.88,32.4388888888889,17A-7
703321.0,3558151.0,1160.87,32.4388888888889,17A-7
703321.0,3558151.0,1160.85,32.4388888888889,17A-7
703321.0,3558151.0,1160.84,32.4388888888889,17A-7
703321.0,3558151.0,1160.82,32.4388888888889,17A-7
703321.0,3558151.0,1160.81,32.4388888888889,17A-7
703321.0,3558151.0,1160.79,32.4444444444444,17A-7
703321.0,3558151.0,1160.78,32.4444444444444,17A-7
703321.0,3558151.0,1160.76,32.4444444444444,17A-7
703321.0,3558151.0,1160.75,32.4444444444444,17A-7
703321.0,3558151.0,1160.73,32.4444444444444,17A-7
703321.0,3558151.0,1160.72,32.4444444444444,17A-7
703321.0,3558151.0,1160.7,32.4444444444444,17A-7
703321.0,3558151.0,1160.68,32.4444444444444,17A-7
703321.0,3558151.0,1160.67,32.4444444444444,17A-7
703321.0,3558151.0,1160.65,32.4444444444444,17A-7
703321.0,3558151.0,1160.64,32.4444444444444,17A-7
703321.0,3558151.0,1160.62,32.4444444444444,17A-7
703321.0,3558151.0,1160.61,32.4444444444444,17A-7
703321.0,3558151.0,1160.59,32.4444444444444,17A-7
703321.0,3558151.0,1160.58,32.4444444444444,17A-7
703321.0,3558151.0,1160.56,32.45,17A-7
703321.0,3558151.0,1160.55,32.45,17A-7
703321.0,3558151.0,1160.53,32.45,17A-7
703321.0,3558151.0,1160.52,32.45,17A-7
703321.0,3558151.0,1160.5,32.45,17A-7
703321.0,3558151.0,1160.49,32.45,17A-7
703321.0,3558151.0,1160.47,32.45,17A-7
703321.0,3558151.0,1160.46,32.45,17A-7
703321.0,3558151.0,1160.44,32.45,17A-7
703321.0,3558151.0,1160.43,32.45,17A-7
703321.0,3558151.0,1160.41,32.45,17A-7
703321.0,3558151.0,1160.4,32.45,17A-7
703321.0,3558151.0,1160.38,32.45,17A-7
703321.0,3558151.0,1160.36,32.45,17A-7
703321.0,3558151.0,1160.35,32.45,17A-7
703321.0,3558151.0,1160.33,32.45,17A-7
703321.0,3558151.0,1160.32,32.45,17A-7
703321.0,3558151.0,1160.3,32.45,17A-7
703321.0,3558151.0,1160.29,32.45,17A-7
703321.0,3558151.0,1160.27,32.45,17A-7
703321.0,3558151.0,1160.26,32.4555555555556,17A-7
703321.0,3558151.0,1160.24,32.4555555555556,17A-7
703321.0,3558151.0,1160.23,32.4555555555556,17A-7
703321.0,3558151.0,1160.21,32.4555555555556,17A-7
703321.0,3558151.0,1160.2,32.4555555555556,17A-7
703321.0,3558151.0,1160.18,32.4555555555556,17A-7
703321.0,3558151.0,1160.17,32.4555555555556,17A-7
703321.0,3558151.0,1160.15,32.4555555555556,17A-7
703321.0,3558151.0,1160.14,32.4555555555556,17A-7
703321.0,3558151.0,1160.12,32.4555555555556,17A-7
703321.0,3558151.0,1160.11,32.4555555555556,17A-7
703321.0,3558151.0,1160.09,32.4555555555556,17A-7
703321.0,3558151.0,1160.08,32.4555555555556,17A-7
703321.0,3558151.0,1160.06,32.4555555555556,17A-7
703321.0,3558151.0,1160.04,32.4555555555556,17A-7
703321.0,3558151.0,1160.03,32.4555555555556,17A-7
703321.0,3558151.0,1160.01,32.4555555555556,17A-7
703321.0,3558151.0,1160.0,32.4555555555556,17A-7
703321.0,3558151.0,1159.98,32.4555555555556,17A-7
703321.0,3558151.0,1159.97,32.4555555555556,17A-7
703321.0,3558151.0,1159.95,32.4555555555556,17A-7
703321.0,3558151.0,1159.94,32.4555555555556,17A-7
703321.0,3558151.0,1159.92,32.4555555555556,17A-7
703321.0,3558151.0,1159.91,32.4555555555556,17A-7
703321.0,3558151.0,1159.89,32.4555555555556,17A-7
703321.0,3558151.0,1159.88,32.4611111111111,17A-7
703321.0,3558151.0,1159.86,32.4611111111111,17A-7
703321.0,3558151.0,1159.85,32.4611111111111,17A-7
703321.0,3558151.0,1159.83,32.4611111111111,17A-7
703321.0,3558151.0,1159.82,32.4611111111111,17A-7
703321.0,3558151.0,1159.8,32.4611111111111,17A-7
703321.0,3558151.0,1159.79,32.4611111111111,17A-7
703321.0,3558151.0,1159.77,32.4611111111111,17A-7
703321.0,3558151.0,1159.76,32.4611111111111,17A-7
703321.0,3558151.0,1159.74,32.4611111111111,17A-7
703321.0,3558151.0,1159.72,32.4611111111111,17A-7
703321.0,3558151.0,1159.71,32.4611111111111,17A-7
703321.0,3558151.0,1159.69,32.4611111111111,17A-7
703321.0,3558151.0,1159.68,32.4611111111111,17A-7
703321.0,3558151.0,1159.66,32.4611111111111,17A-7
703321.0,3558151.0,1159.65,32.4611111111111,17A-7
703321.0,3558151.0,1159.63,32.4611111111111,17A-7
703321.0,3558151.0,1159.62,32.4611111111111,17A-7
703321.0,3558151.0,1159.6,32.4611111111111,17A-7
703321.0,3558151.0,1159.59,32.4611111111111,17A-7
703321.0,3558151.0,1159.57,32.4666666666667,17A-7
703321.0,3558151.0,1159.56,32.4666666666667,17A-7
703321.0,3558151.0,1159.54,32.4666666666667,17A-7
703321.0,3558151.0,1159.53,32.4666666666667,17A-7
703321.0,3558151.0,1159.51,32.4666666666667,17A-7
703321.0,3558151.0,1159.5,32.4666666666667,17A-7
703321.0,3558151.0,1159.48,32.4666666666667,17A-7
703321.0,3558151.0,1159.47,32.4666666666667,17A-7
703321.0,3558151.0,1159.45,32.4666666666667,17A-7
703321.0,3558151.0,1159.44,32.4666666666667,17A-7
