X,Y,Z,Temp_degC,Well
703321.0,3558151.0,971.99,44.6611111111111,17A-7
703321.0,3558151.0,971.98,44.6722222222222,17A-7
703321.0,3558151.0,971.96,44.6722222222222,17A-7
703321.0,3558151.0,971.95,44.6722222222222,17A-7
703321.0,3558151.0,971.93,44.6722222222222,17A-7
703321.0,3558151.0,971.92,44.6722222222222,17A-7
703321.0,3558151.0,971.9,44.6777777777778,17A-7
703321.0,3558151.0,971.89,44.6777777777778,17A-7
703321.0,3558151.0,971.87,44.6777777777778,17A-7
703321.0,3558151.0,971.86,44.6777777777778,17A-7
703321.0,3558151.0,971.84,44.6777777777778,17A-7
703321.0,3558151.0,971.82,44.6888888888889,17A-7
703321.0,3558151.0,971.81,44.6888888888889,17A-7
703321.0,3558151.0,971.79,44.6888888888889,17A-7
703321.0,3558151.0,971.78,44.6888888888889,17A-7
703321.0,3558151.0,971.76,44.6888888888889,17A-7
703321.0,3558151.0,971.75,44.7,17A-7
703321.0,3558151.0,971.73,44.7,17A-7
703321.0,3558151.0,971.72,44.7,17A-7
703321.0,3558151.0,971.7,44.7,17A-7
703321.0,3558151.0,971.69,44.7,17A-7
703321.0,3558151.0,971.67,44.7055555555556,17A-7
703321.0,3558151.0,971.66,44.7055555555556,17A-7
703321.0,3558151.0,971.64,44.7055555555556,17A-7
703321.0,3558151.0,971.63,44.7055555555556,17A-7
703321.0,3558151.0,971.61,44.7055555555556,17A-7
703321.0,3558151.0,971.6,44.7166666666667,17A-7
703321.0,3558151.0,971.58,44.7166666666667,17A-7
703321.0,3558151.0,971.57,44.7166666666667,17A-7
703321.0,3558151.0,971.55,44.7166666666667,17A-7
703321.0,3558151.0,971.54,44.7166666666667,17A-7
703321.0,3558151.0,971.52,44.7222222222222,17A-7
703321.0,3558151.0,971.5,44.7222222222222,17A-7
703321.0,3558151.0,971.49,44.7222222222222,17A-7
703321.0,3558151.0,971.47,44.7222222222222,17A-7
703321.0,3558151.0,971.46,44.7222222222222,17A-7
703321.0,3558151.0,971.44,44.7277777777778,17A-7
703321.0,3558151.0,971.43,44.7277777777778,17A-7
703321.0,3558151.0,971.41,44.7277777777778,17A-7
703321.0,3558151.0,971.4,44.7277777777778,17A-7
703321.0,3558151.0,971.38,44.7277777777778,17A-7
703321.0,3558151.0,971.37,44.7388888888889,17A-7
703321.0,3558151.0,971.35,44.7388888888889,17A-7
703321.0,3558151.0,971.34,44.7388888888889,17A-7
703321.0,3558151.0,971.32,44.7388888888889,17A-7
703321.0,3558151.0,971.31,44.7388888888889,17A-7
703321.0,3558151.0,971.29,44.7444444444445,17A-7
703321.0,3558151.0,971.28,44.7444444444445,17A-7
703321.0,3558151.0,971.26,44.7444444444445,17A-7
703321.0,3558151.0,971.25,44.7444444444445,17A-7
703321.0,3558151.0,971.23,44.7444444444445,17A-7
703321.0,3558151.0,971.21,44.75,17A-7
703321.0,3558151.0,971.2,44.75,17A-7
703321.0,3558151.0,971.18,44.75,17A-7
703321.0,3558151.0,971.17,44.75,17A-7
703321.0,3558151.0,971.15,44.75,17A-7
703321.0,3558151.0,971.14,44.7611111111111,17A-7
703321.0,3558151.0,971.12,44.7611111111111,17A-7
703321.0,3558151.0,971.11,44.7611111111111,17A-7
703321.0,3558151.0,971.09,44.7611111111111,17A-7
703321.0,3558151.0,971.08,44.7611111111111,17A-7
703321.0,3558151.0,971.06,44.7666666666667,17A-7
703321.0,3558151.0,971.05,44.7666666666667,17A-7
703321.0,3558151.0,971.03,44.7666666666667,17A-7
703321.0,3558151.0,971.02,44.7666666666667,17A-7
703321.0,3558151.0,971.0,44.7666666666667,17A-7
703321.0,3558151.0,970.99,44.7722222222222,17A-7
703321.0,3558151.0,970.97,44.7722222222222,17A-7
703321.0,3558151.0,970.96,44.7722222222222,17A-7
703321.0,3558151.0,970.94,44.7722222222222,17A-7
703321.0,3558151.0,970.93,44.7722222222222,17A-7
703321.0,3558151.0,970.91,44.7833333333333,17A-7
703321.0,3558151.0,970.89,44.7833333333333,17A-7
703321.0,3558151.0,970.88,44.7833333333333,17A-7
703321.0,3558151.0,970.86,44.7833333333333,17A-7
703321.0,3558151.0,970.85,44.7833333333333,17A-7
703321.0,3558151.0,970.83,44.7888888888889,17A-7
703321.0,3558151.0,970.82,44.7888888888889,17A-7
703321.0,3558151.0,970.8,44.7888888888889,17A-7
703321.0,3558151.0,970.79,44.7888888888889,17A-7
703321.0,3558151.0,970.77,44.7888888888889,17A-7
703321.0,3558151.0,970.76,44.8,17A-7
703321.0,3558151.0,970.74,44.8,17A-7
703321.0,3558151.0,970.73,44.8,17A-7
703321.0,3558151.0,970.71,44.8,17A-7
703321.0,3558151.0,970.7,44.8,17A-7
703321.0,3558151.0,970.68,44.8055555555556,17A-7
703321.0,3558151.0,970.67,44.8055555555556,17A-7
703321.0,3558151.0,970.65,44.8055555555556,17A-7
703321.0,3558151.0,970.64,44.8055555555556,17A-7
703321.0,3558151.0,970.62,44.8055555555556,17A-7
703321.0,3558151.0,970.61,44.8166666666667,17A-7
703321.0,3558151.0,970.59,44.8166666666667,17A-7
703321.0,3558151.0,970.57,44.8166666666667,17A-7
703321.0,3558151.0,970.56,44.8166666666667,17A-7
703321.0,3558151.0,970.54,44.8166666666667,17A-7
703321.0,3558151.0,970.53,44.8277777777778,17A-7
703321.0,3558151.0,970.51,44.8277777777778,17A-7
703321.0,3558151.0,970.5,44.8277777777778,17A-7
703321.0,3558151.0,970.48,44.8277777777778,17A-7
703321.0,3558151.0,970.47,44.8277777777778,17A-7
703321.0,3558151.0,970.45,44.8333333333333,17A-7
703321.0,3558151.0,970.44,44.8333333333333,17A-7
703321.0,3558151.0,970.42,44.8333333333333,17A-7
703321.0,3558151.0,970.41,44.8333333333333,17A-7
703321.0,3558151.0,970.39,44.8333333333333,17A-7
703321.0,3558151.0,970.38,44.8444444444445,17A-7
703321.0,3558151.0,970.36,44.8444444444445,17A-7
703321.0,3558151.0,970.35,44.8444444444445,17A-7
703321.0,3558151.0,970.33,44.8444444444445,17A-7
703321.0,3558151.0,970.32,44.8444444444445,17A-7
703321.0,3558151.0,970.3,44.8555555555556,17A-7
703321.0,3558151.0,970.29,44.8555555555556,17A-7
703321.0,3558151.0,970.27,44.8555555555556,17A-7
703321.0,3558151.0,970.25,44.8555555555556,17A-7
703321.0,3558151.0,970.24,44.8555555555556,17A-7
703321.0,3558151.0,970.22,44.8611111111111,17A-7
703321.0,3558151.0,970.21,44.8611111111111,17A-7
703321.0,3558151.0,970.19,44.8611111111111,17A-7
703321.0,3558151.0,970.18,44.8611111111111,17A-7
703321.0,3558151.0,970.16,44.8611111111111,17A-7
703321.0,3558151.0,970.15,44.8722222222222,17A-7
703321.0,3558151.0,970.13,44.8722222222222,17A-7
703321.0,3558151.0,970.12,44.8722222222222,17A-7
703321.0,3558151.0,970.1,44.8722222222222,17A-7
703321.0,3558151.0,970.09,44.8722222222222,17A-7
703321.0,3558151.0,970.07,44.8777777777778,17A-7
703321.0,3558151.0,970.06,44.8777777777778,17A-7
703321.0,3558151.0,970.04,44.8777777777778,17A-7
703321.0,3558151.0,970.03,44.8777777777778,17A-7
703321.0,3558151.0,970.01,44.8777777777778,17A-7
703321.0,3558151.0,970.0,44.8888888888889,17A-7
703321.0,3558151.0,969.98,44.8888888888889,17A-7
703321.0,3558151.0,969.97,44.8888888888889,17A-7
703321.0,3558151.0,969.95,44.8888888888889,17A-7
703321.0,3558151.0,969.93,44.8888888888889,17A-7
703321.0,3558151.0,969.92,44.8944444444444,17A-7
703321.0,3558151.0,969.9,44.8944444444444,17A-7
703321.0,3558151.0,969.89,44.8944444444444,17A-7
703321.0,3558151.0,969.87,44.8944444444444,17A-7
703321.0,3558151.0,969.86,44.8944444444444,17A-7
703321.0,3558151.0,969.84,44.9055555555556,17A-7
703321.0,3558151.0,969.83,44.9055555555556,17A-7
703321.0,3558151.0,969.81,44.9055555555556,17A-7
703321.0,3558151.0,969.8,44.9055555555556,17A-7
703321.0,3558151.0,969.78,44.9055555555556,17A-7
703321.0,3558151.0,969.77,44.9111111111111,17A-7
703321.0,3558151.0,969.75,44.9111111111111,17A-7
703321.0,3558151.0,969.74,44.9111111111111,17A-7
703321.0,3558151.0,969.72,44.9111111111111,17A-7
703321.0,3558151.0,969.71,44.9111111111111,17A-7
703321.0,3558151.0,969.69,44.9222222222222,17A-7
703321.0,3558151.0,969.68,44.9222222222222,17A-7
703321.0,3558151.0,969.66,44.9222222222222,17A-7
703321.0,3558151.0,969.65,44.9222222222222,17A-7
703321.0,3558151.0,969.63,44.9222222222222,17A-7
703321.0,3558151.0,969.61,44.9277777777778,17A-7
703321.0,3558151.0,969.6,44.9277777777778,17A-7
703321.0,3558151.0,969.58,44.9277777777778,17A-7
703321.0,3558151.0,969.57,44.9277777777778,17A-7
703321.0,3558151.0,969.55,44.9277777777778,17A-7
703321.0,3558151.0,969.54,44.9388888888889,17A-7
703321.0,3558151.0,969.52,44.9388888888889,17A-7
703321.0,3558151.0,969.51,44.9388888888889,17A-7
703321.0,3558151.0,969.49,44.9388888888889,17A-7
703321.0,3558151.0,969.48,44.9388888888889,17A-7
703321.0,3558151.0,969.46,44.95,17A-7
703321.0,3558151.0,969.45,44.95,17A-7
703321.0,3558151.0,969.43,44.95,17A-7
703321.0,3558151.0,969.42,44.95,17A-7
703321.0,3558151.0,969.4,44.95,17A-7
703321.0,3558151.0,969.39,44.9555555555556,17A-7
703321.0,3558151.0,969.37,44.9555555555556,17A-7
703321.0,3558151.0,969.36,44.9555555555556,17A-7
703321.0,3558151.0,969.34,44.9555555555556,17A-7
703321.0,3558151.0,969.33,44.9555555555556,17A-7
703321.0,3558151.0,969.31,44.9666666666667,17A-7
703321.0,3558151.0,969.29,44.9666666666667,17A-7
703321.0,3558151.0,969.28,44.9666666666667,17A-7
703321.0,3558151.0,969.26,44.9666666666667,17A-7
703321.0,3558151.0,969.25,44.9666666666667,17A-7
703321.0,3558151.0,969.23,44.9722222222222,17A-7
703321.0,3558151.0,969.22,44.9722222222222,17A-7
703321.0,3558151.0,969.2,44.9722222222222,17A-7
703321.0,3558151.0,969.19,44.9722222222222,17A-7
703321.0,3558151.0,969.17,44.9722222222222,17A-7
703321.0,3558151.0,969.16,44.9833333333333,17A-7
703321.0,3558151.0,969.14,44.9833333333333,17A-7
703321.0,3558151.0,969.13,44.9833333333333,17A-7
703321.0,3558151.0,969.11,44.9833333333333,17A-7
703321.0,3558151.0,969.1,44.9833333333333,17A-7
703321.0,3558151.0,969.08,44.9944444444444,17A-7
703321.0,3558151.0,969.07,44.9944444444444,17A-7
703321.0,3558151.0,969.05,44.9944444444444,17A-7
703321.0,3558151.0,969.04,44.9944444444444,17A-7
703321.0,3558151.0,969.02,44.9944444444444,17A-7
703321.0,3558151.0,969.01,45.0,17A-7
703321.0,3558151.0,968.99,45.0,17A-7
703321.0,3558151.0,968.97,45.0,17A-7
703321.0,3558151.0,968.96,45.0,17A-7
703321.0,3558151.0,968.94,45.0,17A-7
703321.0,3558151.0,968.93,45.0111111111111,17A-7
703321.0,3558151.0,968.91,45.0111111111111,17A-7
703321.0,3558151.0,968.9,45.0111111111111,17A-7
703321.0,3558151.0,968.88,45.0111111111111,17A-7
703321.0,3558151.0,968.87,45.0111111111111,17A-7
703321.0,3558151.0,968.85,45.0222222222222,17A-7
703321.0,3558151.0,968.84,45.0222222222222,17A-7
703321.0,3558151.0,968.82,45.0222222222222,17A-7
703321.0,3558151.0,968.81,45.0222222222222,17A-7
703321.0,3558151.0,968.79,45.0222222222222,17A-7
703321.0,3558151.0,968.78,45.0277777777778,17A-7
703321.0,3558151.0,968.76,45.0277777777778,17A-7
703321.0,3558151.0,968.75,45.0277777777778,17A-7
703321.0,3558151.0,968.73,45.0277777777778,17A-7
703321.0,3558151.0,968.72,45.0277777777778,17A-7
703321.0,3558151.0,968.7,45.0388888888889,17A-7
703321.0,3558151.0,968.69,45.0388888888889,17A-7
703321.0,3558151.0,968.67,45.0388888888889,17A-7
703321.0,3558151.0,968.65,45.0388888888889,17A-7
703321.0,3558151.0,968.64,45.0388888888889,17A-7
703321.0,3558151.0,968.62,45.0444444444444,17A-7
703321.0,3558151.0,968.61,45.0444444444444,17A-7
703321.0,3558151.0,968.59,45.0444444444444,17A-7
703321.0,3558151.0,968.58,45.0444444444444,17A-7
703321.0,3558151.0,968.56,45.0444444444444,17A-7
703321.0,3558151.0,968.55,45.0555555555556,17A-7
703321.0,3558151.0,968.53,45.0555555555556,17A-7
703321.0,3558151.0,968.52,45.0555555555556,17A-7
703321.0,3558151.0,968.5,45.0555555555556,17A-7
703321.0,3558151.0,968.49,45.0555555555556,17A-7
703321.0,3558151.0,968.47,45.0666666666667,17A-7
703321.0,3558151.0,968.46,45.0666666666667,17A-7
703321.0,3558151.0,968.44,45.0666666666667,17A-7
703321.0,3558151.0,968.43,45.0666666666667,17A-7
703321.0,3558151.0,968.41,45.0666666666667,17A-7
703321.0,3558151.0,968.4,45.0722222222222,17A-7
703321.0,3558151.0,968.38,45.0722222222222,17A-7
703321.0,3558151.0,968.37,45.0722222222222,17A-7
703321.0,3558151.0,968.35,45.0722222222222,17A-7
703321.0,3558151.0,968.33,45.0722222222222,17A-7
703321.0,3558151.0,968.32,45.0833333333333,17A-7
703321.0,3558151.0,968.3,45.0833333333333,17A-7
703321.0,3558151.0,968.29,45.0833333333333,17A-7
703321.0,3558151.0,968.27,45.0833333333333,17A-7
703321.0,3558151.0,968.26,45.0833333333333,17A-7
703321.0,3558151.0,968.24,45.0944444444445,17A-7
703321.0,3558151.0,968.23,45.0944444444445,17A-7
703321.0,3558151.0,968.21,45.0944444444445,17A-7
703321.0,3558151.0,968.2,45.0944444444445,17A-7
703321.0,3558151.0,968.18,45.0944444444445,17A-7
703321.0,3558151.0,968.17,45.1,17A-7
703321.0,3558151.0,968.15,45.1,17A-7
703321.0,3558151.0,968.14,45.1,17A-7
703321.0,3558151.0,968.12,45.1,17A-7
703321.0,3558151.0,968.11,45.1,17A-7
703321.0,3558151.0,968.09,45.1111111111111,17A-7
703321.0,3558151.0,968.08,45.1111111111111,17A-7
703321.0,3558151.0,968.06,45.1111111111111,17A-7
703321.0,3558151.0,968.05,45.1111111111111,17A-7
703321.0,3558151.0,968.03,45.1111111111111,17A-7
703321.0,3558151.0,968.01,45.1222222222222,17A-7
703321.0,3558151.0,968.0,45.1222222222222,17A-7
703321.0,3558151.0,967.98,45.1222222222222,17A-7
703321.0,3558151.0,967.97,45.1222222222222,17A-7
703321.0,3558151.0,967.95,45.1222222222222,17A-7
703321.0,3558151.0,967.94,45.1277777777778,17A-7
703321.0,3558151.0,967.92,45.1277777777778,17A-7
703321.0,3558151.0,967.91,45.1277777777778,17A-7
703321.0,3558151.0,967.89,45.1277777777778,17A-7
703321.0,3558151.0,967.88,45.1277777777778,17A-7
703321.0,3558151.0,967.86,45.1388888888889,17A-7
703321.0,3558151.0,967.85,45.1388888888889,17A-7
703321.0,3558151.0,967.83,45.1388888888889,17A-7
703321.0,3558151.0,967.82,45.1388888888889,17A-7
703321.0,3558151.0,967.8,45.1388888888889,17A-7
703321.0,3558151.0,967.79,45.15,17A-7
703321.0,3558151.0,967.77,45.15,17A-7
703321.0,3558151.0,967.76,45.15,17A-7
703321.0,3558151.0,967.74,45.15,17A-7
703321.0,3558151.0,967.73,45.15,17A-7
703321.0,3558151.0,967.71,45.1555555555556,17A-7
703321.0,3558151.0,967.69,45.1555555555556,17A-7
703321.0,3558151.0,967.68,45.1555555555556,17A-7
703321.0,3558151.0,967.66,45.1555555555556,17A-7
703321.0,3558151.0,967.65,45.1555555555556,17A-7
703321.0,3558151.0,967.63,45.1666666666667,17A-7
703321.0,3558151.0,967.62,45.1666666666667,17A-7
703321.0,3558151.0,967.6,45.1666666666667,17A-7
703321.0,3558151.0,967.59,45.1666666666667,17A-7
703321.0,3558151.0,967.57,45.1666666666667,17A-7
703321.0,3558151.0,967.56,45.1777777777778,17A-7
703321.0,3558151.0,967.54,45.1777777777778,17A-7
703321.0,3558151.0,967.53,45.1777777777778,17A-7
703321.0,3558151.0,967.51,45.1777777777778,17A-7
703321.0,3558151.0,967.5,45.1777777777778,17A-7
703321.0,3558151.0,967.48,45.1888888888889,17A-7
703321.0,3558151.0,967.47,45.1888888888889,17A-7
703321.0,3558151.0,967.45,45.1888888888889,17A-7
703321.0,3558151.0,967.44,45.1888888888889,17A-7
703321.0,3558151.0,967.42,45.1888888888889,17A-7
703321.0,3558151.0,967.41,45.2,17A-7
703321.0,3558151.0,967.39,45.2,17A-7
703321.0,3558151.0,967.37,45.2,17A-7
703321.0,3558151.0,967.36,45.2,17A-7
703321.0,3558151.0,967.34,45.2,17A-7
703321.0,3558151.0,967.33,45.2055555555556,17A-7
703321.0,3558151.0,967.31,45.2055555555556,17A-7
703321.0,3558151.0,967.3,45.2055555555556,17A-7
703321.0,3558151.0,967.28,45.2055555555556,17A-7
703321.0,3558151.0,967.27,45.2055555555556,17A-7
703321.0,3558151.0,967.25,45.2166666666667,17A-7
703321.0,3558151.0,967.24,45.2166666666667,17A-7
703321.0,3558151.0,967.22,45.2166666666667,17A-7
703321.0,3558151.0,967.21,45.2166666666667,17A-7
703321.0,3558151.0,967.19,45.2166666666667,17A-7
703321.0,3558151.0,967.18,45.2277777777778,17A-7
703321.0,3558151.0,967.16,45.2277777777778,17A-7
703321.0,3558151.0,967.15,45.2277777777778,17A-7
703321.0,3558151.0,967.13,45.2277777777778,17A-7
703321.0,3558151.0,967.12,45.2277777777778,17A-7
703321.0,3558151.0,967.1,45.2388888888889,17A-7
703321.0,3558151.0,967.09,45.2388888888889,17A-7
703321.0,3558151.0,967.07,45.2388888888889,17A-7
703321.0,3558151.0,967.05,45.2388888888889,17A-7
703321.0,3558151.0,967.04,45.2388888888889,17A-7
703321.0,3558151.0,967.02,45.25,17A-7
703321.0,3558151.0,967.01,45.25,17A-7
703321.0,3558151.0,966.99,45.25,17A-7
703321.0,3558151.0,966.98,45.25,17A-7
703321.0,3558151.0,966.96,45.25,17A-7
703321.0,3558151.0,966.95,45.2611111111111,17A-7
703321.0,3558151.0,966.93,45.2611111111111,17A-7
703321.0,3558151.0,966.92,45.2611111111111,17A-7
703321.0,3558151.0,966.9,45.2611111111111,17A-7
703321.0,3558151.0,966.89,45.2611111111111,17A-7
703321.0,3558151.0,966.87,45.2722222222222,17A-7
703321.0,3558151.0,966.86,45.2722222222222,17A-7
703321.0,3558151.0,966.84,45.2722222222222,17A-7
703321.0,3558151.0,966.83,45.2722222222222,17A-7
703321.0,3558151.0,966.81,45.2722222222222,17A-7
703321.0,3558151.0,966.8,45.2833333333333,17A-7
703321.0,3558151.0,966.78,45.2833333333333,17A-7
703321.0,3558151.0,966.77,45.2833333333333,17A-7
703321.0,3558151.0,966.75,45.2833333333333,17A-7
703321.0,3558151.0,966.73,45.2833333333333,17A-7
703321.0,3558151.0,966.72,45.2944444444444,17A-7
703321.0,3558151.0,966.7,45.2944444444444,17A-7
703321.0,3558151.0,966.69,45.2944444444444,17A-7
703321.0,3558151.0,966.67,45.2944444444444,17A-7
703321.0,3558151.0,966.66,45.2944444444444,17A-7
703321.0,3558151.0,966.64,45.3,17A-7
703321.0,3558151.0,966.63,45.3,17A-7
703321.0,3558151.0,966.61,45.3,17A-7
703321.0,3558151.0,966.6,45.3,17A-7
703321.0,3558151.0,966.58,45.3,17A-7
703321.0,3558151.0,966.57,45.3111111111111,17A-7
703321.0,3558151.0,966.55,45.3111111111111,17A-7
703321.0,3558151.0,966.54,45.3111111111111,17A-7
703321.0,3558151.0,966.52,45.3111111111111,17A-7
703321.0,3558151.0,966.51,45.3111111111111,17A-7
703321.0,3558151.0,966.49,45.3222222222222,17A-7
703321.0,3558151.0,966.48,45.3222222222222,17A-7
703321.0,3558151.0,966.46,45.3222222222222,17A-7
703321.0,3558151.0,966.45,45.3222222222222,17A-7
703321.0,3558151.0,966.43,45.3222222222222,17A-7
703321.0,3558151.0,966.41,45.3333333333333,17A-7
703321.0,3558151.0,966.4,45.3333333333333,17A-7
703321.0,3558151.0,966.38,45.3333333333333,17A-7
703321.0,3558151.0,966.37,45.3333333333333,17A-7
703321.0,3558151.0,966.35,45.3333333333333,17A-7
703321.0,3558151.0,966.34,45.3444444444444,17A-7
703321.0,3558151.0,966.32,45.3444444444444,17A-7
703321.0,3558151.0,966.31,45.3444444444444,17A-7
703321.0,3558151.0,966.29,45.3444444444444,17A-7
703321.0,3558151.0,966.28,45.3444444444444,17A-7
703321.0,3558151.0,966.26,45.3555555555556,17A-7
703321.0,3558151.0,966.25,45.3555555555556,17A-7
703321.0,3558151.0,966.23,45.3555555555556,17A-7
703321.0,3558151.0,966.22,45.3555555555556,17A-7
703321.0,3558151.0,966.2,45.3555555555556,17A-7
703321.0,3558151.0,966.19,45.3666666666667,17A-7
703321.0,3558151.0,966.17,45.3666666666667,17A-7
703321.0,3558151.0,966.16,45.3666666666667,17A-7
703321.0,3558151.0,966.14,45.3666666666667,17A-7
703321.0,3558151.0,966.13,45.3666666666667,17A-7
703321.0,3558151.0,966.11,45.3777777777778,17A-7
703321.0,3558151.0,966.09,45.3777777777778,17A-7
703321.0,3558151.0,966.08,45.3777777777778,17A-7
703321.0,3558151.0,966.06,45.3777777777778,17A-7
703321.0,3558151.0,966.05,45.3777777777778,17A-7
703321.0,3558151.0,966.03,45.3888888888889,17A-7
703321.0,3558151.0,966.02,45.3888888888889,17A-7
703321.0,3558151.0,966.0,45.3888888888889,17A-7
703321.0,3558151.0,965.99,45.3888888888889,17A-7
703321.0,3558151.0,965.97,45.3888888888889,17A-7
703321.0,3558151.0,965.96,45.4,17A-7
703321.0,3558151.0,965.94,45.4,17A-7
703321.0,3558151.0,965.93,45.4,17A-7
703321.0,3558151.0,965.91,45.4,17A-7
703321.0,3558151.0,965.9,45.4,17A-7
703321.0,3558151.0,965.88,45.4111111111111,17A-7
703321.0,3558151.0,965.87,45.4111111111111,17A-7
703321.0,3558151.0,965.85,45.4111111111111,17A-7
703321.0,3558151.0,965.84,45.4111111111111,17A-7
703321.0,3558151.0,965.82,45.4111111111111,17A-7
703321.0,3558151.0,965.81,45.4222222222222,17A-7
703321.0,3558151.0,965.79,45.4222222222222,17A-7
703321.0,3558151.0,965.77,45.4222222222222,17A-7
703321.0,3558151.0,965.76,45.4222222222222,17A-7
703321.0,3558151.0,965.74,45.4222222222222,17A-7
703321.0,3558151.0,965.73,45.4333333333333,17A-7
703321.0,3558151.0,965.71,45.4333333333333,17A-7
703321.0,3558151.0,965.7,45.4333333333333,17A-7
703321.0,3558151.0,965.68,45.4333333333333,17A-7
703321.0,3558151.0,965.67,45.4333333333333,17A-7
703321.0,3558151.0,965.65,45.4444444444444,17A-7
703321.0,3558151.0,965.64,45.4444444444444,17A-7
703321.0,3558151.0,965.62,45.4444444444444,17A-7
703321.0,3558151.0,965.61,45.4444444444444,17A-7
703321.0,3558151.0,965.59,45.4444444444444,17A-7
703321.0,3558151.0,965.58,45.4555555555556,17A-7
703321.0,3558151.0,965.56,45.4555555555556,17A-7
703321.0,3558151.0,965.55,45.4555555555556,17A-7
703321.0,3558151.0,965.53,45.4555555555556,17A-7
703321.0,3558151.0,965.52,45.4555555555556,17A-7
703321.0,3558151.0,965.5,45.4666666666667,17A-7
703321.0,3558151.0,965.49,45.4666666666667,17A-7
703321.0,3558151.0,965.47,45.4666666666667,17A-7
703321.0,3558151.0,965.45,45.4666666666667,17A-7
703321.0,3558151.0,965.44,45.4666666666667,17A-7
703321.0,3558151.0,965.42,45.4777777777778,17A-7
703321.0,3558151.0,965.41,45.4777777777778,17A-7
703321.0,3558151.0,965.39,45.4777777777778,17A-7
703321.0,3558151.0,965.38,45.4777777777778,17A-7
703321.0,3558151.0,965.36,45.4777777777778,17A-7
703321.0,3558151.0,965.35,45.4888888888889,17A-7
703321.0,3558151.0,965.33,45.4888888888889,17A-7
703321.0,3558151.0,965.32,45.4888888888889,17A-7
703321.0,3558151.0,965.3,45.4888888888889,17A-7
703321.0,3558151.0,965.29,45.4888888888889,17A-7
703321.0,3558151.0,965.27,45.5,17A-7
703321.0,3558151.0,965.26,45.5,17A-7
703321.0,3558151.0,965.24,45.5,17A-7
703321.0,3558151.0,965.23,45.5,17A-7
703321.0,3558151.0,965.21,45.5,17A-7
703321.0,3558151.0,965.2,45.5111111111111,17A-7
703321.0,3558151.0,965.18,45.5111111111111,17A-7
703321.0,3558151.0,965.17,45.5111111111111,17A-7
703321.0,3558151.0,965.15,45.5111111111111,17A-7
703321.0,3558151.0,965.13,45.5111111111111,17A-7
703321.0,3558151.0,965.12,45.5222222222222,17A-7
703321.0,3558151.0,965.1,45.5222222222222,17A-7
703321.0,3558151.0,965.09,45.5222222222222,17A-7
703321.0,3558151.0,965.07,45.5222222222222,17A-7
703321.0,3558151.0,965.06,45.5222222222222,17A-7
703321.0,3558151.0,965.04,45.5333333333333,17A-7
703321.0,3558151.0,965.03,45.5333333333333,17A-7
703321.0,3558151.0,965.01,45.5333333333333,17A-7
703321.0,3558151.0,965.0,45.5333333333333,17A-7
703321.0,3558151.0,964.98,45.5333333333333,17A-7
703321.0,3558151.0,964.97,45.5444444444445,17A-7
703321.0,3558151.0,964.95,45.5444444444445,17A-7
703321.0,3558151.0,964.94,45.5444444444445,17A-7
703321.0,3558151.0,964.92,45.5444444444445,17A-7
703321.0,3558151.0,964.91,45.5444444444445,17A-7
703321.0,3558151.0,964.89,45.5555555555556,17A-7
703321.0,3558151.0,964.88,45.5555555555556,17A-7
703321.0,3558151.0,964.86,45.5555555555556,17A-7
703321.0,3558151.0,964.84,45.5555555555556,17A-7
703321.0,3558151.0,964.83,45.5555555555556,17A-7
703321.0,3558151.0,964.81,45.5611111111111,17A-7
703321.0,3558151.0,964.8,45.5611111111111,17A-7
703321.0,3558151.0,964.78,45.5611111111111,17A-7
703321.0,3558151.0,964.77,45.5611111111111,17A-7
703321.0,3558151.0,964.75,45.5611111111111,17A-7
703321.0,3558151.0,964.74,45.5722222222222,17A-7
703321.0,3558151.0,964.72,45.5722222222222,17A-7
703321.0,3558151.0,964.71,45.5722222222222,17A-7
703321.0,3558151.0,964.69,45.5722222222222,17A-7
703321.0,3558151.0,964.68,45.5722222222222,17A-7
703321.0,3558151.0,964.66,45.5833333333333,17A-7
703321.0,3558151.0,964.65,45.5833333333333,17A-7
703321.0,3558151.0,964.63,45.5833333333333,17A-7
703321.0,3558151.0,964.62,45.5833333333333,17A-7
703321.0,3558151.0,964.6,45.5833333333333,17A-7
703321.0,3558151.0,964.59,45.5944444444444,17A-7
703321.0,3558151.0,964.57,45.5944444444444,17A-7
703321.0,3558151.0,964.56,45.5944444444444,17A-7
703321.0,3558151.0,964.54,45.5944444444444,17A-7
703321.0,3558151.0,964.52,45.5944444444444,17A-7
703321.0,3558151.0,964.51,45.6055555555556,17A-7
703321.0,3558151.0,964.49,45.6055555555556,17A-7
703321.0,3558151.0,964.48,45.6055555555556,17A-7
703321.0,3558151.0,964.46,45.6055555555556,17A-7
703321.0,3558151.0,964.45,45.6055555555556,17A-7
703321.0,3558151.0,964.43,45.6111111111111,17A-7
703321.0,3558151.0,964.42,45.6111111111111,17A-7
703321.0,3558151.0,964.4,45.6111111111111,17A-7
703321.0,3558151.0,964.39,45.6111111111111,17A-7
703321.0,3558151.0,964.37,45.6111111111111,17A-7
703321.0,3558151.0,964.36,45.6222222222222,17A-7
703321.0,3558151.0,964.34,45.6222222222222,17A-7
703321.0,3558151.0,964.33,45.6222222222222,17A-7
703321.0,3558151.0,964.31,45.6222222222222,17A-7
703321.0,3558151.0,964.3,45.6222222222222,17A-7
703321.0,3558151.0,964.28,45.6277777777778,17A-7
